gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
Rpl26,0.00000000000000000000000000000000000000000000000000000000000000000000000314486926965779,0.414484509583215,0.567,0.49,0.0000000000000000000000000000000000000000000000000000000000000000000735899409099923,4,DCs,Dendritic cells,Dendritic cells,
Tpt1,0.0000000000000000000000000000585430790308925,0.414337269521071,0.248,0.199,0.00000000000000000000000136990804932289,4,DCs,Dendritic cells,Dendritic cells,
Gm10275,0.00000000000000000000000000000000000000000000000568441798045259,0.413368477697617,0.337,0.267,0.000000000000000000000000000000000000000000133015380742591,4,DCs,Dendritic cells,Dendritic cells,
Ywhah,0.0000000000000000000374831324748236,0.412576045077201,0.152,0.122,0.000000000000000877105299910873,4,DCs,Dendritic cells,Dendritic cells,
Rps15a,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200100721761473,0.411984492449098,0.643,0.532,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000468235688921847,4,DCs,Dendritic cells,Dendritic cells,
Gm6472,0.000000000000000000000000000000000000000000000000000000000000000000000289673785534851,0.410566363658694,0.47,0.39,0.00000000000000000000000000000000000000000000000000000000000000000677836658151552,4,DCs,Dendritic cells,Dendritic cells,
Capza2,0.00000000000000000000000000000000000483812196572799,0.409201350862119,0.3,0.248,0.000000000000000000000000000000113212053998035,4,DCs,Dendritic cells,Dendritic cells,
Gm9843,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000864332314632885,0.408571544457036,0.654,0.587,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000202253761624095,4,DCs,Dendritic cells,Dendritic cells,
Eno1,0.00000000000000000000000119539985861641,0.408283133773009,0.217,0.163,0.0000000000000000000279723566916239,4,DCs,Dendritic cells,Dendritic cells,
Tgfbi,0.0000000000000000000000013123404638744,0.406594070211188,0.243,0.181,0.000000000000000000030708766854661,4,DCs,Dendritic cells,Dendritic cells,
Rps21,0.0000000000000000000000000000000000000000000000000000000000000000706697884192503,0.403720744647025,0.508,0.435,0.00000000000000000000000000000000000000000000000000000000000165367304901046,4,DCs,Dendritic cells,Dendritic cells,
Rplp2,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000157413948487028,0.402925767954268,0.597,0.502,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000368348639459646,4,DCs,Dendritic cells,Dendritic cells,
mt-Rnr1,0.0000000000000000000000000000185460605897102,0.402675340863443,0.208,0.203,0.000000000000000000000000433977817799218,4,DCs,Dendritic cells,Dendritic cells,
Gdi2,0.000000000000000000000000000000436535562393561,0.399213306883865,0.237,0.201,0.0000000000000000000000000102149321600093,4,DCs,Dendritic cells,Dendritic cells,
Rpl23a-ps3,0.00000000000000000000000000000000000965998510416703,0.398234334543658,0.311,0.252,0.000000000000000000000000000000226043651437509,4,DCs,Dendritic cells,Dendritic cells,
Ndufa6,0.0000000000000000000000000000000000000241445473670233,0.398062231032359,0.266,0.236,0.000000000000000000000000000000000564982408388345,4,DCs,Dendritic cells,Dendritic cells,
Tmsb4x,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000524704764828021,0.397791368958758,0.974,0.905,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122780914969757,4,DCs,Dendritic cells,Dendritic cells,
Clec4a2,0.000000000000000143324895152941,0.397349960751235,0.157,0.117,0.00000000000335380254657883,4,DCs,Dendritic cells,Dendritic cells,
Rplp0,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000384126068046218,0.396546960980317,0.611,0.534,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000089885499922815,4,DCs,Dendritic cells,Dendritic cells,
Spi1,0.00000000000000000502478096612669,0.396388241016708,0.13,0.096,0.000000000000117579874607365,4,DCs,Dendritic cells,Dendritic cells,
Pitpna,0.0000000000000000225289271497922,0.389155708148577,0.142,0.106,0.000000000000527176895305139,4,DCs,Dendritic cells,Dendritic cells,
Vasp,0.00000000000000204492156741952,0.386609118210413,0.122,0.087,0.0000000000478511646776167,4,DCs,Dendritic cells,Dendritic cells,
Rpl30,0.00000000000000000000000000000000231636804275472,0.386608241680278,0.243,0.199,0.0000000000000000000000000000542030122004605,4,DCs,Dendritic cells,Dendritic cells,
Hexb,0.0000000000000000313920009793924,0.386364736326537,0.201,0.152,0.000000000000734572822917782,4,DCs,Dendritic cells,Dendritic cells,
Rpl35a,0.00000000000000000000000000000000000000000000000000000000000000000000000000511660660979067,0.385569945913286,0.563,0.495,0.000000000000000000000000000000000000000000000000000000000000000000000119728594669102,4,DCs,Dendritic cells,Dendritic cells,
Mkrn1,0.0000000000000000788979632376866,0.38281136039474,0.119,0.086,0.00000000000184621233976187,4,DCs,Dendritic cells,Dendritic cells,
Rps18,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000133110764674953,0.381855330718422,0.613,0.537,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000031147918933939,4,DCs,Dendritic cells,Dendritic cells,
Pycard,0.000000000000000457643816574592,0.379501972385524,0.171,0.126,0.0000000000107088653078454,4,DCs,Dendritic cells,Dendritic cells,
Stx7,0.0000000000000000580945125921592,0.37876611041684,0.137,0.103,0.00000000000135941159465653,4,DCs,Dendritic cells,Dendritic cells,
Rps26,0.00000000000000000000000000000000000000000000000000000000000000000000000161234711973529,0.375545419960451,0.615,0.54,0.0000000000000000000000000000000000000000000000000000000000000000000377289226018058,4,DCs,Dendritic cells,Dendritic cells,
Rpl18,0.00000000000000000000000000000000000000000000000389841077365053,0.373461335424312,0.378,0.322,0.0000000000000000000000000000000000000000000912228121034224,4,DCs,Dendritic cells,Dendritic cells,
Tyrobp,0.000000000000000000000000000000000000000000000000000000526940383600315,0.373341161679662,0.556,0.395,0.0000000000000000000000000000000000000000000000000123304049762474,4,DCs,Dendritic cells,Dendritic cells,
Wdr89,0.000000000000000000000000000000000000000000000000000000000000000000000000364604904697117,0.37288095758297,0.603,0.52,0.00000000000000000000000000000000000000000000000000000000000000000000853175476991253,4,DCs,Dendritic cells,Dendritic cells,
Actr3,0.00000000000000000000000000000503301504010485,0.372191511052058,0.245,0.205,0.000000000000000000000000117772551938454,4,DCs,Dendritic cells,Dendritic cells,
Actb,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638493182096712,0.370822350756189,0.959,0.894,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000149407404610631,4,DCs,Dendritic cells,Dendritic cells,
Rpl32,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450438951800263,0.370679602316824,0.721,0.646,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105402714721262,4,DCs,Dendritic cells,Dendritic cells,
Rpsa,0.000000000000000000000000000000000000000000000000816212719531351,0.367765693039586,0.38,0.317,0.0000000000000000000000000000000000000000000190993776370336,4,DCs,Dendritic cells,Dendritic cells,
Lyn,0.0000000000000440361659900717,0.367549362125022,0.113,0.089,0.00000000103044628416768,4,DCs,Dendritic cells,Dendritic cells,
Eef1b2,0.0000000000000000000000000000000000000443398947402992,0.367019571296915,0.332,0.283,0.000000000000000000000000000000001037553536923,4,DCs,Dendritic cells,Dendritic cells,
Rpl7,0.0000000000000000000000000000000000000000000341952411053138,0.365314853200615,0.372,0.325,0.000000000000000000000000000000000000000800168641864344,4,DCs,Dendritic cells,Dendritic cells,
Lrrc58,0.000000000000000000000000000000000000000000000000000000000000000000000000147730264664956,0.365236932559144,0.72,0.616,0.00000000000000000000000000000000000000000000000000000000000000000000345688819315997,4,DCs,Dendritic cells,Dendritic cells,
Tspo,0.0000000000000000000000000000000000000000366246505564821,0.364595070718843,0.323,0.293,0.00000000000000000000000000000000000085701682302168,4,DCs,Dendritic cells,Dendritic cells,
Gm10073,0.000000000000000000000000000000000000000000000000000000000000132114882658881,0.362066779190829,0.576,0.504,0.00000000000000000000000000000000000000000000000000000000309148825421781,4,DCs,Dendritic cells,Dendritic cells,
Rps16,0.00000000000000000000000000194797671916367,0.360813226009389,0.241,0.194,0.0000000000000000000000455826552284299,4,DCs,Dendritic cells,Dendritic cells,
Naaa,0.000000000000123657916835699,0.359992999182008,0.16,0.114,0.00000000289359525395535,4,DCs,Dendritic cells,Dendritic cells,
Cd14,0.0000000000000560839866597016,0.359901831892863,0.104,0.081,0.00000000131236528783702,4,DCs,Dendritic cells,Dendritic cells,
Rpl6,0.00000000000000000000000000000000000000000801904959691426,0.355294554624717,0.38,0.336,0.000000000000000000000000000000000000187645760567794,4,DCs,Dendritic cells,Dendritic cells,
Arpc2,0.0000000000000000000000000000000000000000000000000000000000724191244536001,0.352334329636838,0.573,0.494,0.00000000000000000000000000000000000000000000000000000169460751221424,4,DCs,Dendritic cells,Dendritic cells,
Ccr1,0.00000000000458378912421123,0.352290563067864,0.116,0.089,0.000000107260665506543,4,DCs,Dendritic cells,Dendritic cells,
Rps26-ps1,0.0000000000000000000000000000000000000000026839671384719,0.352279440717981,0.44,0.386,0.0000000000000000000000000000000000000628048310402423,4,DCs,Dendritic cells,Dendritic cells,
Rplp1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000899766163644057,0.350171988388633,0.745,0.674,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000210545282292709,4,DCs,Dendritic cells,Dendritic cells,
Rps3a1,0.0000000000000000000000000000000000000000000000000000000000000000000000000166364706271417,0.349242906245142,0.618,0.55,0.000000000000000000000000000000000000000000000000000000000000000000000389293412675115,4,DCs,Dendritic cells,Dendritic cells,
Eef1a1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000155366499322034,0.348439757833578,0.664,0.613,0.000000000000000000000000000000000000000000000000000000000000000000000000363557608413559,4,DCs,Dendritic cells,Dendritic cells,
Sla,0.00000000000122310038111802,0.344520599372809,0.143,0.104,0.0000000286205489181617,4,DCs,Dendritic cells,Dendritic cells,
Ifngr1,0.00000000000000000000000663835827197368,0.343761625475083,0.206,0.164,0.000000000000000000155337583564184,4,DCs,Dendritic cells,Dendritic cells,
Gp49a,0.0000000000152834695602088,0.343589775392529,0.148,0.118,0.000000357633187708885,4,DCs,Dendritic cells,Dendritic cells,
Erp29,0.0000000000000000358275920772079,0.343472343392519,0.199,0.157,0.000000000000838365654606664,4,DCs,Dendritic cells,Dendritic cells,
Rpl34,0.000000000000000000000000000000000000000000000000000000000239850961608448,0.342175629281606,0.545,0.48,0.00000000000000000000000000000000000000000000000000000561251250163767,4,DCs,Dendritic cells,Dendritic cells,
Rgs10,0.0000000000000400455404582584,0.340004859937557,0.132,0.105,0.000000000937065646723247,4,DCs,Dendritic cells,Dendritic cells,
Ptpn1,0.00000000000126162939672253,0.339217482052218,0.171,0.139,0.0000000295221278833071,4,DCs,Dendritic cells,Dendritic cells,
Atp5e,0.0000000000000000000000000000000000000000510312945448024,0.33764769263575,0.364,0.328,0.00000000000000000000000000000000000119413229234838,4,DCs,Dendritic cells,Dendritic cells,
Rpl29,0.000000000000000000000000000000759398718096307,0.336964732894012,0.271,0.24,0.0000000000000000000000000177699300034536,4,DCs,Dendritic cells,Dendritic cells,
Rpl39,0.0000000000000000000000000000000000000000000000000261339730009289,0.336530093043002,0.439,0.385,0.000000000000000000000000000000000000000000000611534968221736,4,DCs,Dendritic cells,Dendritic cells,
Rps5,0.0000000000000000000000000000000000000000000000000000000000000000237498539796903,0.332721855824204,0.61,0.54,0.000000000000000000000000000000000000000000000000000000000000555746583124752,4,DCs,Dendritic cells,Dendritic cells,
Btf3,0.000000000000000000000000496514481985676,0.331138748916759,0.243,0.21,0.0000000000000000000116184388784648,4,DCs,Dendritic cells,Dendritic cells,
Pabpc1,0.00000000000000000000000000000000000000000000000282881014778232,0.329324439701902,0.513,0.459,0.0000000000000000000000000000000000000000000661941574581064,4,DCs,Dendritic cells,Dendritic cells,
Ptprc,0.000000000000000537784097084922,0.328629328791591,0.264,0.206,0.0000000000125841478717872,4,DCs,Dendritic cells,Dendritic cells,
